sample_id	population	group
Arlee_06_23	Arlee	Hatchery_CRT
Arlee_06_24	Arlee	Hatchery_CRT
Arlee_08_02	Arlee	Hatchery_CRT
Arlee_08_07	Arlee	Hatchery_CRT
Arlee_08_08	Arlee	Hatchery_CRT
Arlee_08_09	Arlee	Hatchery_CRT
Arlee_08_11	Arlee	Hatchery_CRT
Arlee_08_13	Arlee	Hatchery_CRT
Arlee_08_14	Arlee	Hatchery_CRT
Arlee_08_16	Arlee	Hatchery_CRT
Arlee_08_18	Arlee	Hatchery_CRT
Arlee_08_20	Arlee	Hatchery_CRT
Arlee_BY21_01_1	Arlee	Hatchery_CRT
Arlee_BY21_01	Arlee	Hatchery_CRT
Arlee_BY21_02	Arlee	Hatchery_CRT
Arlee_BY21_03	Arlee	Hatchery_CRT
Arlee_BY21_04	Arlee	Hatchery_CRT
Arlee_BY21_05	Arlee	Hatchery_CRT
Arlee_BY21_06	Arlee	Hatchery_CRT
Arlee_BY21_07	Arlee	Hatchery_CRT
ArleeBY_21_07	Arlee	Hatchery_CRT
Arlee_BY21_08	Arlee	Hatchery_CRT
Arlee_BY21_09	Arlee	Hatchery_CRT
Arlee_BY21_10	Arlee	Hatchery_CRT
Arlee_BY21_13	Arlee	Hatchery_CRT
Arlee_BY21_15	Arlee	Hatchery_CRT
Arlee_BY21_17	Arlee	Hatchery_CRT
Arlee_BY21_18	Arlee	Hatchery_CRT
Arlee_BY21_19	Arlee	Hatchery_CRT
Arlee_BY21_20	Arlee	Hatchery_CRT
Arlee_BY21_21	Arlee	Hatchery_CRT
Arlee_BY21_22	Arlee	Hatchery_CRT
Arlee_BY21_23	Arlee	Hatchery_CRT
Arlee_BY21_24	Arlee	Hatchery_CRT
Arlee_BY21_25	Arlee	Hatchery_CRT
Arlee_BY21_27	Arlee	Hatchery_CRT
Arlee_BY21_29	Arlee	Hatchery_CRT
Arlee_BY21_30	Arlee	Hatchery_CRT
AT_AB_0228	Athabasca	Athabasca
AT_AT_0003	Athabasca	Athabasca
AT_BB_0001	Beaver	Hatchery_Unk
AuburnFH_14_23	Auburn_Hatch	YCT
AuburnFH_14_24	Auburn_Hatch	YCT
AuburnFH_14_25	Auburn_Hatch	YCT
AuburnFH_14_26	Auburn_Hatch	YCT
AuburnFH_14_43	Auburn_Hatch	YCT
AuburnFH_14_44	Auburn_Hatch	YCT
AuburnFH_14_45	Auburn_Hatch	YCT
AuburnFH_14_46	Auburn_Hatch	YCT
B10_21_17	Up_McLeod	Athabasca
Baree_17_121	Lo_Baree	Kootenai
Baree_17_122	Lo_Baree	Kootenai
Baree_17_123	Lo_Baree	Kootenai
Baree_17_124	Lo_Baree	Kootenai
Baree_17_125	Lo_Baree	Kootenai
Baree_17_126	Lo_Baree	Kootenai
Baree_17_128	Lo_Baree	Kootenai
Baree_17_129	Lo_Baree	Kootenai
Baree_17_130	Lo_Baree	Kootenai
Baree_17_131	Lo_Baree	Kootenai
Baree_17_132	Lo_Baree	Kootenai
Baree_17_133	Lo_Baree	Kootenai
Baree_17_134	Lo_Baree	Kootenai
Baree_17_135	Lo_Baree	Kootenai
Baree_17_136	Lo_Baree	Kootenai
Baree_17_137	Lo_Baree	Kootenai
Baree_17_138	Lo_Baree	Kootenai
Baree_17_139	Lo_Baree	Kootenai
Baree_17_140	Lo_Baree	Kootenai
Baree_17_141	Lo_Baree	Kootenai
Baree_17_142	Lo_Baree	Kootenai
Baree_17_143	Lo_Baree	Kootenai
Baree_17_144	Lo_Baree	Kootenai
Baree_17_145	Lo_Baree	Kootenai
Baree_17_146	Lo_Baree	Kootenai
Baree_17_147	Lo_Baree	Kootenai
Baree_17_149	Lo_Baree	Kootenai
Baree_17_150	Lo_Baree	Kootenai
BC1_23_01	Lo_McLeod	Athabasca
BC2_23_01	Lo_McLeod	Athabasca
BC2_23_02	Lo_McLeod	Athabasca
BC2_23_04	Lo_McLeod	Athabasca
BC3_23_01	Lo_McLeod	Athabasca
BC3_23_02	Lo_McLeod	Athabasca
BCC1_23_01	Lo_McLeod	Athabasca
BCC1_23_03	Lo_McLeod	Athabasca
Bear_17_184	Bear_17	Kootenai
Bear_17_200	Bear_17	Kootenai
Bear_17_201	Bear_17	Kootenai
Bear_17_202	Bear_17	Kootenai
Bear_17_203	Bear_17	Kootenai
Bear_17_205	Bear_17	Kootenai
Bear_17_208	Bear_17	Kootenai
Bear_17_209	Bear_17	Kootenai
Bear_17_210	Bear_17	Kootenai
Bear_21_001	Bear_21	Kootenai
Bear_21_002	Bear_21	Kootenai
Bear_21_003	Bear_21	Kootenai
Bear_21_004	Bear_21	Kootenai
Bear_21_005	Bear_21	Kootenai
Bear_21_006	Bear_21	Kootenai
Bear_21_007	Bear_21	Kootenai
Bear_21_008	Bear_21	Kootenai
Bear_21_009	Bear_21	Kootenai
Bear_21_010	Bear_21	Kootenai
Bear_21_011	Bear_21	Kootenai
Bear_21_013	Bear_21	Kootenai
Bear_21_014	Bear_21	Kootenai
Bear_21_015	Bear_21	Kootenai
Bear_21_016	Bear_21	Kootenai
Bear_21_017	Bear_21	Kootenai
Bear_21_018	Bear_21	Kootenai
Bear_21_019	Bear_21	Kootenai
Bear_21_021	Bear_21	Kootenai
Bear_21_022	Bear_21	Kootenai
Bear_21_023	Bear_21	Kootenai
Bear_21_024	Bear_21	Kootenai
Bear_21_026	Bear_21	Kootenai
Bear_21_027	Bear_21	Kootenai
Bear_21_028	Bear_21	Kootenai
Bear_21_029	Bear_21	Kootenai
Bear_21_030	Bear_21	Kootenai
Bear_21_031	Bear_21	Kootenai
Bear_21_032	Bear_21	Kootenai
Bear_21_033	Bear_21	Kootenai
Bear_21_034	Bear_21	Kootenai
Bear_21_035	Bear_21	Kootenai
Bear_21_036	Bear_21	Kootenai
Bear_21_037	Bear_21	Kootenai
Bear_21_038	Bear_21	Kootenai
Bear_21_039_1	Bear_21	Kootenai
Bear_21_039	Bear_21	Kootenai
Bear_21_040	Bear_21	Kootenai
Bear_21_041	Bear_21	Kootenai
Bear_21_042	Bear_21	Kootenai
Bear_21_043	Bear_21	Kootenai
Bear_21_044	Bear_21	Kootenai
Bear_21_045	Bear_21	Kootenai
Bear_21_046	Bear_21	Kootenai
Bear_21_047	Bear_21	Kootenai
Bear_21_048	Bear_21	Kootenai
Bear_21_049	Bear_21	Kootenai
Bear_21_050	Bear_21	Kootenai
Bear_21_051	Bear_21	Kootenai
Bear_21_052	Bear_21	Kootenai
Bear_21_053	Bear_21	Kootenai
Bear_21_054	Bear_21	Kootenai
Bear_21_055	Bear_21	Kootenai
Bear_21_056	Bear_21	Kootenai
Bear_21_057	Bear_21	Kootenai
Bear_21_058	Bear_21	Kootenai
Bear_21_061	Bear_21	Kootenai
Bear_21_062	Bear_21	Kootenai
Bear_21_063	Bear_21	Kootenai
Bear_21_064	Bear_21	Kootenai
Bear_21_065	Bear_21	Kootenai
Bear_21_066	Bear_21	Kootenai
Bear_21_067	Bear_21	Kootenai
Bear_21_068	Bear_21	Kootenai
Bear_21_069	Bear_21	Kootenai
Bear_21_070	Bear_21	Kootenai
Bear_21_071	Bear_21	Kootenai
Bear_21_072	Bear_21	Kootenai
Bear_21_073	Bear_21	Kootenai
Bear_21_074	Bear_21	Kootenai
Bear_21_075	Bear_21	Kootenai
Bear_21_076	Bear_21	Kootenai
Bear_21_077	Bear_21	Kootenai
Bear_21_078	Bear_21	Kootenai
Bear_21_079	Bear_21	Kootenai
Bear_21_080	Bear_21	Kootenai
Bear_21_081	Bear_21	Kootenai
Bear_21_083	Bear_21	Kootenai
Bear_21_084	Bear_21	Kootenai
Bear_21_086	Bear_21	Kootenai
Bear_21_087	Bear_21	Kootenai
Bear_21_088	Bear_21	Kootenai
Bear_21_089	Bear_21	Kootenai
Bear_21_090	Bear_21	Kootenai
Bear_21_091	Bear_21	Kootenai
Bear_21_092	Bear_21	Kootenai
Bear_21_094	Bear_21	Kootenai
Bear_21_095	Bear_21	Kootenai
Bear_21_096	Bear_21	Kootenai
Bear_21_097	Bear_21	Kootenai
Bear_21_098	Bear_21	Kootenai
Bear_21_099	Bear_21	Kootenai
Bear_21_100	Bear_21	Kootenai
Bear_21_101	Bear_21	Kootenai
Bear_21_102	Bear_21	Kootenai
Bear_21_103	Bear_21	Kootenai
Bear_24_001	Bear_24	Kootenai
Bear_24_002_1	Bear_24	Kootenai
Bear_24_002	Bear_24	Kootenai
Bear_24_003	Bear_24	Kootenai
Bear_24_004	Bear_24	Kootenai
Bear_24_005	Bear_24	Kootenai
Bear_24_007	Bear_24	Kootenai
Bear_24_008	Bear_24	Kootenai
Bear_24_009	Bear_24	Kootenai
Bear_24_012	Bear_24	Kootenai
Bear_24_013	Bear_24	Kootenai
Bear_24_014	Bear_24	Kootenai
Bear_24_015	Bear_24	Kootenai
Bear_24_016	Bear_24	Kootenai
Bear_24_017	Bear_24	Kootenai
Bear_24_018	Bear_24	Kootenai
Bear_24_019	Bear_24	Kootenai
Bear_24_020	Bear_24	Kootenai
Bear_24_021	Bear_24	Kootenai
Bear_24_022	Bear_24	Kootenai
Bear_24_023	Bear_24	Kootenai
Bear_24_024	Bear_24	Kootenai
Bear_24_025	Bear_24	Kootenai
Bear_24_027	Bear_24	Kootenai
Bear_24_028	Bear_24	Kootenai
Bear_24_029	Bear_24	Kootenai
Bear_24_030	Bear_24	Kootenai
Bear_24_031_1	Bear_24	Kootenai
Bear_24_031	Bear_24	Kootenai
Bear_24_032_1	Bear_24	Kootenai
Bear_24_032	Bear_24	Kootenai
Bear_24_033_1	Bear_24	Kootenai
Bear_24_033	Bear_24	Kootenai
Bear_24_034_1	Bear_24	Kootenai
Bear_24_034	Bear_24	Kootenai
Bear_24_035_1	Bear_24	Kootenai
Bear_24_035	Bear_24	Kootenai
Bear_24_036_1	Bear_24	Kootenai
Bear_24_036	Bear_24	Kootenai
Bear_24_037_1	Bear_24	Kootenai
Bear_24_037	Bear_24	Kootenai
Bear_24_038_1	Bear_24	Kootenai
Bear_24_038	Bear_24	Kootenai
Bear_24_039	Bear_24	Kootenai
Bear_24_040	Bear_24	Kootenai
Bear_24_041	Bear_24	Kootenai
Bear_24_042	Bear_24	Kootenai
Bear_24_043	Bear_24	Kootenai
Bear_24_044	Bear_24	Kootenai
Bear_24_045	Bear_24	Kootenai
Bear_24_046	Bear_24	Kootenai
Bear_24_047	Bear_24	Kootenai
Bear_24_048	Bear_24	Kootenai
Bear_24_049	Bear_24	Kootenai
Bear_24_050	Bear_24	Kootenai
Bear_24_051	Bear_24	Kootenai
Bear_24_052	Bear_24	Kootenai
Bear_24_053	Bear_24	Kootenai
Bear_24_054	Bear_24	Kootenai
Bear_24_055	Bear_24	Kootenai
Bear_24_056	Bear_24	Kootenai
Bear_24_057	Bear_24	Kootenai
Bear_24_058	Bear_24	Kootenai
Bear_24_059	Bear_24	Kootenai
Bear_24_060	Bear_24	Kootenai
Bear_24_061	Bear_24	Kootenai
Bear_24_062	Bear_24	Kootenai
Bear_24_063	Bear_24	Kootenai
Bear_24_064	Bear_24	Kootenai
Bear_24_065	Bear_24	Kootenai
Bear_24_066	Bear_24	Kootenai
Bear_24_067	Bear_24	Kootenai
Bear_24_068	Bear_24	Kootenai
Bear_24_069	Bear_24	Kootenai
Bear_24_070	Bear_24	Kootenai
Bear_24_071	Bear_24	Kootenai
Bear_24_072	Bear_24	Kootenai
Bear_24_073	Bear_24	Kootenai
Bear_24_074	Bear_24	Kootenai
Bear_24_075	Bear_24	Kootenai
Bear_24_076	Bear_24	Kootenai
Bear_24_077	Bear_24	Kootenai
Bear_24_078	Bear_24	Kootenai
Bear_24_079	Bear_24	Kootenai
Bear_24_080	Bear_24	Kootenai
Bear_24_081	Bear_24	Kootenai
Bear_24_082	Bear_24	Kootenai
Bear_24_083	Bear_24	Kootenai
Bear_24_084	Bear_24	Kootenai
Bear_24_086	Bear_24	Kootenai
Bear_24_087	Bear_24	Kootenai
Bear_24_088	Bear_24	Kootenai
Bear_24_089	Bear_24	Kootenai
Bear_24_090	Bear_24	Kootenai
Bear_24_091	Bear_24	Kootenai
Bear_24_092	Bear_24	Kootenai
Bear_24_093	Bear_24	Kootenai
Bear_24_094	Bear_24	Kootenai
Bear_24_095	Bear_24	Kootenai
Bear_24_096	Bear_24	Kootenai
Bear_24_097	Bear_24	Kootenai
Bear_24_098	Bear_24	Kootenai
Bear_24_100	Bear_24	Kootenai
Bear_24_101	Bear_24	Kootenai
Bear_24_102	Bear_24	Kootenai
Bear_24_105	Bear_24	Kootenai
BearCreek_20_001	Bear_20	Kootenai
BearCreek_20_002	Bear_20	Kootenai
BearCreek_20_003	Bear_20	Kootenai
BearCreek_20_004	Bear_20	Kootenai
BearCreek_20_006	Bear_20	Kootenai
BearCreek_20_007	Bear_20	Kootenai
BearCreek_20_008	Bear_20	Kootenai
BearCreek_20_009	Bear_20	Kootenai
BearCreek_20_010	Bear_20	Kootenai
BearCreek_20_011	Bear_20	Kootenai
BearCreek_20_012	Bear_20	Kootenai
BearCreek_20_013	Bear_20	Kootenai
BearCreek_20_014	Bear_20	Kootenai
BearCreek_20_015	Bear_20	Kootenai
BearCreek_20_016	Bear_20	Kootenai
BearCreek_20_017	Bear_20	Kootenai
BearCreek_20_018	Bear_20	Kootenai
BearCreek_20_019	Bear_20	Kootenai
BearCreek_20_020	Bear_20	Kootenai
BearCreek_20_021	Bear_20	Kootenai
BearCreek_20_023	Bear_20	Kootenai
BearCreek_20_024	Bear_20	Kootenai
BearCreek_20_025	Bear_20	Kootenai
BearCreek_20_026	Bear_20	Kootenai
BearCreek_20_027	Bear_20	Kootenai
BearCreek_20_028	Bear_20	Kootenai
BearCreek_20_029	Bear_20	Kootenai
BearCreek_20_030	Bear_20	Kootenai
BearCreek_20_031	Bear_20	Kootenai
BearCreek_20_032	Bear_20	Kootenai
BearCreek_20_033	Bear_20	Kootenai
BearCreek_20_034	Bear_20	Kootenai
BearCreek_20_035	Bear_20	Kootenai
BearCreek_20_036	Bear_20	Kootenai
BearCreek_20_037	Bear_20	Kootenai
BearCreek_20_038	Bear_20	Kootenai
BearCreek_20_039	Bear_20	Kootenai
BearCreek_20_040	Bear_20	Kootenai
BearCreek_20_041	Bear_20	Kootenai
BearCreek_20_042	Bear_20	Kootenai
BearCreek_20_043	Bear_20	Kootenai
BearCreek_20_044	Bear_20	Kootenai
BearCreek_20_045	Bear_20	Kootenai
BearCreek_20_046	Bear_20	Kootenai
BearCreek_20_047	Bear_20	Kootenai
BearCreek_20_048	Bear_20	Kootenai
BearCreek_20_049	Bear_20	Kootenai
BearCreek_20_050	Bear_20	Kootenai
BearCreek_20_051	Bear_20	Kootenai
BearCreek_20_052	Bear_20	Kootenai
BearCreek_20_053	Bear_20	Kootenai
BearCreek_20_054	Bear_20	Kootenai
BearCreek_20_055	Bear_20	Kootenai
BearCreek_20_056	Bear_20	Kootenai
BearCreek_20_057	Bear_20	Kootenai
BearCreek_20_058	Bear_20	Kootenai
BearCreek_20_059	Bear_20	Kootenai
BearCreek_20_060	Bear_20	Kootenai
BearCreek_20_061	Bear_20	Kootenai
BearCreek_20_062	Bear_20	Kootenai
BearCreek_20_063	Bear_20	Kootenai
BearCreek_20_064	Bear_20	Kootenai
BearCreek_20_065	Bear_20	Kootenai
BearCreek_20_066	Bear_20	Kootenai
BearCreek_20_067	Bear_20	Kootenai
BearCreek_20_068	Bear_20	Kootenai
BearCreek_20_069	Bear_20	Kootenai
BearCreek_20_070	Bear_20	Kootenai
BearCreek_20_071	Bear_20	Kootenai
BearCreek_20_072	Bear_20	Kootenai
BearCreek_20_073	Bear_20	Kootenai
BearCreek_20_074	Bear_20	Kootenai
BearCreek_20_075	Bear_20	Kootenai
BearCreek_20_076	Bear_20	Kootenai
BearCreek_20_077	Bear_20	Kootenai
BearCreek_20_078	Bear_20	Kootenai
BearCreek_20_079	Bear_20	Kootenai
BearCreek_20_080	Bear_20	Kootenai
BearCreek_20_081	Bear_20	Kootenai
BearCreek_20_082	Bear_20	Kootenai
BearCreek_20_083	Bear_20	Kootenai
BearCreek_20_084	Bear_20	Kootenai
BearCreek_20_085	Bear_20	Kootenai
BearCreek_20_087	Bear_20	Kootenai
BearCreek_20_089	Bear_20	Kootenai
BearCreek_20_090	Bear_20	Kootenai
BearCreek_20_091	Bear_20	Kootenai
BearCreek_20_092	Bear_20	Kootenai
BearCreek_20_093	Bear_20	Kootenai
BearCreek_20_094	Bear_20	Kootenai
BearCreek_20_095	Bear_20	Kootenai
BearCreek_20_096	Bear_20	Kootenai
BearCreek_20_097	Bear_20	Kootenai
BearCreek_20_098	Bear_20	Kootenai
BearCreek_20_099	Bear_20	Kootenai
BearCreek_20_100	Bear_20	Kootenai
BearNF_23_17	NF_Bear	YCT
BearUp_22_01	Up_Bear_22	Kootenai
BearUp_22_02_1	Up_Bear_22	Kootenai
BearUp_22_02	Up_Bear_22	Kootenai
BearUp_22_03	Up_Bear_22	Kootenai
BearUp_22_04	Up_Bear_22	Kootenai
BearUp_22_05	Up_Bear_22	Kootenai
BearUp_22_06	Up_Bear_22	Kootenai
BearUp_22_07	Up_Bear_22	Kootenai
BearUp_22_08	Up_Bear_22	Kootenai
BearUp_22_09	Up_Bear_22	Kootenai
BearUp_22_100	Up_Bear_22	Kootenai
BearUp_22_101	Up_Bear_22	Kootenai
BearUp_22_103	Up_Bear_22	Kootenai
BearUp_22_105	Up_Bear_22	Kootenai
BearUp_22_106	Up_Bear_22	Kootenai
BearUp_22_107	Up_Bear_22	Kootenai
BearUp_22_108	Up_Bear_22	Kootenai
BearUp_22_109	Up_Bear_22	Kootenai
BearUp_22_10	Up_Bear_22	Kootenai
BearUp_22_110	Up_Bear_22	Kootenai
BearUp_22_111	Up_Bear_22	Kootenai
BearUp_22_112	Up_Bear_22	Kootenai
BearUp_22_113	Up_Bear_22	Kootenai
BearUp_22_114	Up_Bear_22	Kootenai
BearUp_22_115	Up_Bear_22	Kootenai
BearUp_22_116	Up_Bear_22	Kootenai
BearUp_22_117	Up_Bear_22	Kootenai
BearUp_22_118	Up_Bear_22	Kootenai
BearUp_22_119	Up_Bear_22	Kootenai
BearUp_22_11	Up_Bear_22	Kootenai
BearUp_22_120	Up_Bear_22	Kootenai
BearUp_22_121	Up_Bear_22	Kootenai
BearUp_22_12	Up_Bear_22	Kootenai
BearUp_22_13	Up_Bear_22	Kootenai
BearUp_22_14	Up_Bear_22	Kootenai
BearUp_22_15	Up_Bear_22	Kootenai
BearUp_22_16	Up_Bear_22	Kootenai
BearUp_22_17	Up_Bear_22	Kootenai
BearUp_22_18	Up_Bear_22	Kootenai
BearUp_22_19	Up_Bear_22	Kootenai
BearUp_22_20	Up_Bear_22	Kootenai
BearUp_22_21	Up_Bear_22	Kootenai
BearUp_22_22	Up_Bear_22	Kootenai
BearUp_22_23	Up_Bear_22	Kootenai
BearUp_22_24	Up_Bear_22	Kootenai
BearUp_22_25	Up_Bear_22	Kootenai
BearUp_22_26	Up_Bear_22	Kootenai
BearUp_22_27	Up_Bear_22	Kootenai
BearUp_22_28	Up_Bear_22	Kootenai
BearUp_22_29	Up_Bear_22	Kootenai
BearUp_22_30	Up_Bear_22	Kootenai
BearUp_22_31	Up_Bear_22	Kootenai
BearUp_22_32	Up_Bear_22	Kootenai
BearUp_22_33	Up_Bear_22	Kootenai
BearUp_22_34	Up_Bear_22	Kootenai
BearUp_22_35	Up_Bear_22	Kootenai
BearUp_22_36	Up_Bear_22	Kootenai
BearUp_22_37	Up_Bear_22	Kootenai
BearUp_22_39	Up_Bear_22	Kootenai
BearUp_22_41	Up_Bear_22	Kootenai
BearUp_22_44	Up_Bear_22	Kootenai
BearUp_22_45	Up_Bear_22	Kootenai
BearUp_22_46	Up_Bear_22	Kootenai
BearUp_22_47	Up_Bear_22	Kootenai
BearUp_22_48	Up_Bear_22	Kootenai
BearUp_22_49	Up_Bear_22	Kootenai
BearUp_22_50	Up_Bear_22	Kootenai
BearUp_22_51	Up_Bear_22	Kootenai
BearUp_22_52	Up_Bear_22	Kootenai
BearUp_22_54	Up_Bear_22	Kootenai
BearUp_22_55	Up_Bear_22	Kootenai
BearUp_22_56	Up_Bear_22	Kootenai
BearUp_22_59	Up_Bear_22	Kootenai
BearUp_22_60	Up_Bear_22	Kootenai
BearUp_22_61	Up_Bear_22	Kootenai
BearUp_22_62	Up_Bear_22	Kootenai
BearUp_22_63	Up_Bear_22	Kootenai
BearUp_22_64	Up_Bear_22	Kootenai
BearUp_22_65	Up_Bear_22	Kootenai
BearUp_22_66	Up_Bear_22	Kootenai
BearUp_22_67	Up_Bear_22	Kootenai
BearUp_22_68	Up_Bear_22	Kootenai
BearUp_22_69	Up_Bear_22	Kootenai
BearUp_22_70	Up_Bear_22	Kootenai
BearUp_22_71	Up_Bear_22	Kootenai
BearUp_22_72	Up_Bear_22	Kootenai
BearUp_22_73	Up_Bear_22	Kootenai
BearUp_22_74	Up_Bear_22	Kootenai
BearUp_22_75	Up_Bear_22	Kootenai
BearUp_22_77	Up_Bear_22	Kootenai
BearUp_22_78	Up_Bear_22	Kootenai
BearUp_22_80	Up_Bear_22	Kootenai
BearUp_22_81	Up_Bear_22	Kootenai
BearUp_22_82	Up_Bear_22	Kootenai
BearUp_22_83	Up_Bear_22	Kootenai
BearUp_22_84	Up_Bear_22	Kootenai
BearUp_22_85	Up_Bear_22	Kootenai
BearUp_22_86	Up_Bear_22	Kootenai
BearUp_22_87	Up_Bear_22	Kootenai
BearUp_22_88	Up_Bear_22	Kootenai
BearUp_22_89	Up_Bear_22	Kootenai
BearUp_22_90	Up_Bear_22	Kootenai
BearUp_22_91	Up_Bear_22	Kootenai
BearUp_22_92	Up_Bear_22	Kootenai
BearUp_22_93	Up_Bear_22	Kootenai
BearUp_22_94	Up_Bear_22	Kootenai
BearUp_22_95	Up_Bear_22	Kootenai
BearUp_22_96	Up_Bear_22	Kootenai
BearUp_22_97	Up_Bear_22	Kootenai
BearUp_22_98	Up_Bear_22	Kootenai
BearUp_22_99	Up_Bear_22	Kootenai
Beetle_23_421	Beetle	WCT_Kootenai
Beetle_23_422	Beetle	WCT_Kootenai
Beetle_23_423	Beetle	WCT_Kootenai
Beetle_23_424	Beetle	WCT_Kootenai
Beetle_23_425	Beetle	WCT_Kootenai
Beetle_23_426	Beetle	WCT_Kootenai
Beetle_23_427	Beetle	WCT_Kootenai
Beetle_23_428	Beetle	WCT_Kootenai
Beetle_23_429	Beetle	WCT_Kootenai
Beetle_23_430	Beetle	WCT_Kootenai
Beetle_23_431	Beetle	WCT_Kootenai
Beetle_23_432	Beetle	WCT_Kootenai
Beetle_23_433	Beetle	WCT_Kootenai
Beetle_23_434	Beetle	WCT_Kootenai
Beetle_23_435	Beetle	WCT_Kootenai
Beetle_23_436	Beetle	WCT_Kootenai
Beetle_23_437	Beetle	WCT_Kootenai
Beetle_23_438	Beetle	WCT_Kootenai
Beetle_23_439	Beetle	WCT_Kootenai
Beetle_23_440	Beetle	WCT_Kootenai
Beetle_23_441	Beetle	WCT_Kootenai
Beetle_23_442	Beetle	WCT_Kootenai
Beetle_23_443	Beetle	WCT_Kootenai
Beetle_23_444	Beetle	WCT_Kootenai
Beetle_23_445	Beetle	WCT_Kootenai
Beetle_23_446	Beetle	WCT_Kootenai
Beetle_23_447	Beetle	WCT_Kootenai
Beetle_23_448	Beetle	WCT_Kootenai
Beetle_23_449	Beetle	WCT_Kootenai
Beetle_23_450	Beetle	WCT_Kootenai
Berry_04_124	Berry	YCT
BF_03_243	Buffalo_Fk	YCT
BigTimber10_43	Big_Timber	YCT
BigTimber10_44	Big_Timber	YCT
BigTimber10_45	Big_Timber	YCT
BigTimber10_46	Big_Timber	YCT
Bobtail_11_232	Bobtail	Kootenai
Bobtail_11_240	Bobtail	Kootenai
Bram_17_01	Up_Bramlet	Kootenai
Bram_17_02	Up_Bramlet	Kootenai
Bram_17_03	Up_Bramlet	Kootenai
Bram_17_04	Up_Bramlet	Kootenai
Bram_17_05	Up_Bramlet	Kootenai
Bram_17_06	Up_Bramlet	Kootenai
Bram_17_07	Up_Bramlet	Kootenai
Bram_17_08	Up_Bramlet	Kootenai
Bram_17_09	Up_Bramlet	Kootenai
Bram_17_10	Up_Bramlet	Kootenai
Bram_17_11	Up_Bramlet	Kootenai
Bram_17_12	Up_Bramlet	Kootenai
Bram_17_13	Up_Bramlet	Kootenai
Bram_17_14	Up_Bramlet	Kootenai
Bram_17_15	Up_Bramlet	Kootenai
Bram_17_16	Up_Bramlet	Kootenai
Bram_17_17	Lo_Bramlet	Kootenai
Bram_17_18	Lo_Bramlet	Kootenai
Bram_17_19	Lo_Bramlet	Kootenai
Bram_17_20	Lo_Bramlet	Kootenai
Bram_17_21	Lo_Bramlet	Kootenai
Bram_17_22	Lo_Bramlet	Kootenai
Bram_17_23	Lo_Bramlet	Kootenai
Bram_17_24	Lo_Bramlet	Kootenai
Bram_17_25	Lo_Bramlet	Kootenai
Bram_17_26	Lo_Bramlet	Kootenai
Bram_17_27	Lo_Bramlet	Kootenai
Bram_17_28	Lo_Bramlet	Kootenai
